trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
359,False,"{'a': 0.5, 'e': 0.027875698255247015}",20,12,16.583366253491167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.027598330423249287}",20,9,20.913426707500403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.02732372244729256}",20,13,13.0081329157088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.027051846866350416}",20,12,16.67443318727531,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026782676492638175}",30,16,31.473943351823326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.02651618440889418}",25,17,17.194243020932035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.02625234396568796}",20,13,14.403775470125392,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.025991128778755347}",20,11,17.909857435776225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.02573251272635994}",20,0,26.268833612870623,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.025476469946681016}",30,20,19.79563052406689,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.025222974835227212}",20,13,12.85357028422424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.024972002042276155}",20,15,9.012755632274947,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.024723526470339388}",30,17,24.202149877792067,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.02447752327165267}",20,8,26.998768310950926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.024233967845691113}",20,16,6.767371031955107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.023992835836709175}",25,16,16.82698104269193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.023754103131304997}",25,0,40.906715429325445,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.5, 'e': 0.023517745856009107}",25,11,-27.20497963333513,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
377,False,"{'a': 0.5, 'e': 0.023283740374897}",20,16,7.673975587147067,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.02305206328722557}",20,12,14.147589129689058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.02282269142509297}",35,21,27.0605242879672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.022595601851121864}",25,12,22.915197043201573,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.02237077185616559}",25,14,22.873438556998458,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.022148178957037315}",30,16,9.473761647665906,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.02192780089426161}",20,7,-19.19611294241871,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
384,False,"{'a': 0.5, 'e': 0.02170961562984857}",35,15,31.296022652036864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.021493601345089923}",20,12,15.698969573855466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.02127973643837717}",25,14,24.296958721940232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.021067999523041434}",20,14,12.694902369048311,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.02085836942521472}",20,12,15.202323352661796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.020650825181712566}",25,17,4.41696466377412,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.020445346037937653}",30,20,16.84307741929151,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.02024191144580439}",30,4,41.68241832467573,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.020040501061684014}",30,9,33.328466955677946,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.019841094744370288}",20,16,7.072023222123863,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.019643672553065292}",25,11,25.767104862195094,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.01944821474538539}",20,11,17.977395347794513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.01925470177538692}",25,8,37.15138611782693,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.019063114291611637}",20,14,10.467744820543613,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.018873433135151486}",20,12,14.817702031149906,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.018685639337732773}",20,16,7.801119053078139,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.018499714119819242}",25,10,27.722946289252267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.01831563888873418}",25,18,13.574464911357667,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.018133395236801075}",30,10,32.50307641612394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.01795296493950285}",30,8,38.2680081927293,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.01777432995365944}",20,13,13.722070356597886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.017597472415623393}",25,14,21.11984687375499,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.017422374639493515}",25,16,6.213237170636166,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.017249019115346265}",35,17,31.43176642753177,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.017077388507484793}",25,11,22.37953544662925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.01690746565270528}",30,16,23.007305273544226,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.016739233558580632}",20,11,17.36333904296657,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.016572675401761255}",20,13,14.973586938987642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.016407774526292645}",25,17,15.0029864524987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.01624451444194987}",20,13,12.813406436387439,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.016082878822588433}",30,13,34.48441122143513,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.015922851504511698}",25,14,22.87257784283638,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.015764416484854486}",25,17,14.899377801997813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.01560755791998283}",20,0,30.149760343392828,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.5, 'e': 0.015452260123909515}",30,16,26.5949135310109,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.015298507566725518}",20,12,17.061819705595507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.01514628487304698}",30,14,29.3038335746377,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,14,12.814878721634273,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014846368338086832}",20,6,22.133801710561883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.014698644504901784}",25,7,29.69619742744957,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.014552390548416123}",25,15,18.323078297087406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.01440759184311235}",20,0,35.902226838487934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.014264233908999256}",20,15,12.323413874594953,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.014122302410163962}",20,13,13.66014758580095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.013981783153338296}",20,14,14.32091756496198,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.013842662086479501}",25,11,-16.456167315580522,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
430,False,"{'a': 0.5, 'e': 0.013704925297364945}",20,9,18.648003451457384,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.013568559012200934}",20,12,18.17780470132677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.013433549594245302}",25,17,13.627777146436415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.013299883542443767}",35,23,23.631957631045296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.013167547490079751}",30,20,18.520039659570173,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.013036528203437736}",25,12,27.24303858564164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.012906812580479862}",25,15,18.498531203643577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.01277838764953576}",20,14,11.04569918639566,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.012651240568005305}",25,10,30.937925467808775,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012525358621074385}",20,9,21.521298551900838,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.012400729220443406}",35,21,30.849501467038415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.012277339903068436}",20,15,10.483675392281997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.012155178329914935}",20,14,12.308436341599151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.012034232284723775}",20,12,16.24866282474421,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.011914489672789647}",35,18,27.785271495798895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.011795938519751562}",25,18,11.901057978964513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.011678566970395442}",20,15,10.971353683371227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.011562363287468536}",25,0,37.58948574372416,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.01144731585050571}",20,0,21.851448229610767,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.011333413154667387}",30,22,15.766294650781617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.011220643809589084}",20,3,29.176895907110737,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.011108996538242306}",20,11,17.67019231120559,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.010998460175806881}",20,11,17.75286432139402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.01088902366855444}",25,0,39.29420587196996,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
454,False,"{'a': 0.5, 'e': 0.010780676072743084}",20,13,14.325254208607625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.010673406553522925}",20,6,26.22863041916979,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.010567204383852655}",20,12,15.852069338578316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.010462058943426795}",20,14,15.233630038137282,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.010357959717613696}",25,11,-12.686038947585242,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.5, 'e': 0.010254896296404022}",20,9,20.968867000128405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.010152858373369763}",20,6,27.10560477272686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.010051835744633576}",25,15,20.73285631126345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.00995181830784842}",30,22,15.694919922389351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0.009852796061187257}",20,10,17.07677879007011,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0.009754759102342903}",20,5,26.828053844707018,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0.009657697627537777}",20,14,11.491364230986996,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0.009561601930543505}",20,16,8.173407649832813,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0.009466462401710323}",25,13,25.21922040941066,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0.009372269527006058}",20,10,21.061904214675163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0.009279013887064744}",25,12,24.89373767248453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0.009186686156244664}",35,23,20.95042172261733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0.009095277101695816}",30,16,26.51435096424909,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0.00900477758243656}",20,10,17.39542546888948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
